Count | Text | Depth | URL
40 | Siwnik | 6 | https://en.wikipedia.org/wiki/Syunik_Province
41 | Ananias of Shirak | 6 | https://en.wikipedia.org/wiki/Anania_Shirakatsi
42 | Sebeos | 6 | https://en.wikipedia.org/wiki/Sebeos
43 | Heraclius | 6 | https://en.wikipedia.org/wiki/Heraclius
44 | campaign | 6 | https://en.wikipedia.org/wiki/Byzantine%E2%80%93Sasanian_War_of_602%E2%80%93628
45 | Ganzak | 6 | https://en.wikipedia.org/wiki/Ganzak
46 | Noah | 6 | https://en.wikipedia.org/wiki/Noah
47 | Erivan Governorate | 6 | https://en.wikipedia.org/wiki/Erivan_Governorate
48 | Russian Empire | 6 | https://en.wikipedia.org/wiki/Russian_Empire
49 | Nagorno-Karabakh War | 6 | https://en.wikipedia.org/wiki/Nagorno-Karabakh_War
50 | Turkey | 6 | https://en.wikipedia.org/wiki/Turkey
51 | Iran | 6 | https://en.wikipedia.org/wiki/Iran
52 | reforestation | 6 | https://en.wikipedia.org/wiki/Reforestation
53 | continental | 6 | https://en.wikipedia.org/wiki/Continental_climate
54 | semi-arid climate | 6 | https://en.wikipedia.org/wiki/Semi-arid_climate
55 | Köppen | 6 | https://en.wikipedia.org/wiki/K%C3%B6ppen_climate_classification
56 | precipitation | 6 | https://en.wikipedia.org/wiki/Precipitation
57 | sunshine hours | 6 | https://en.wikipedia.org/wiki/Sunshine_duration
58 | handicraft | 6 | https://en.wikipedia.org/wiki/Handicraft
59 | shoemaking | 6 | https://en.wikipedia.org/wiki/Shoemaking
60 | hatmaking | 6 | https://en.wikipedia.org/wiki/Hatmaking
61 | infrastructure | 6 | https://en.wikipedia.org/wiki/Infrastructure
62 | growth | 6 | https://en.wikipedia.org/wiki/Economic_growth
63 | Momine Khatun Mausoleum | 6 | https://en.wikipedia.org/wiki/Momine_Khatun_Mausoleum
64 | Gulustan Mausoleum | 6 | https://en.wikipedia.org/wiki/Gulustan_Mausoleum
65 | Garabaghlar Mausoleum | 6 | https://en.wikipedia.org/wiki/Garabaghlar_Mausoleum
66 | Yusif ibn Kuseyir Mausoleum | 6 | https://en.wikipedia.org/wiki/Yusif_ibn_Kuseyir_Mausoleum
67 | Imamzadeh mausoleum | 6 | https://en.wikipedia.org/wiki/Imamzadeh_complex_in_Nakhchivan
68 | Mausoleum of Huseyn Javid | 6 | https://en.wikipedia.org/wiki/Mausoleum_of_Huseyn_Javid
69 | Atabek | 6 | https://en.wikipedia.org/wiki/Atabek
70 | Kufic script | 6 | https://en.wikipedia.org/wiki/Kufic
71 | architect | 6 | https://en.wikipedia.org/wiki/Architect
72 | Ajami Nakhchivani | 6 | https://en.wikipedia.org/wiki/Ajami_Nakhchivani
73 | Heydar Aliyev | 6 | https://en.wikipedia.org/wiki/Heydar_Aliyev
74 | Hussein Javid | 6 | https://en.wikipedia.org/wiki/Hussein_Javid
75 | Gulag | 6 | https://en.wikipedia.org/wiki/Gulag
76 | Joseph Stalin | 6 | https://en.wikipedia.org/wiki/Joseph_Stalin
77 | Great Purge | 6 | https://en.wikipedia.org/wiki/Great_Purge
78 | List of | 6 | https://en.wikipedia.org/wiki/List_of_World_Heritage_Sites
79 | World Heritage Sites | 6 | https://en.wikipedia.org/wiki/World_Heritage_Sites
80 | UNESCO | 6 | https://en.wikipedia.org/wiki/UNESCO
81 | Gulnara Mehmandarova | 6 | https://en.wikipedia.org/wiki/Gulnara_Mehmandarova
82 | ICOMOS | 6 | https://en.wikipedia.org/wiki/ICOMOS
83 | International Council on Monuments and Sites | 6 | https://en.wikipedia.org/wiki/International_Council_on_Monuments_and_Sites
84 | shirin plov | 6 | https://en.wikipedia.org/wiki/Plov
85 | Jamshid Nakhchivanski | 6 | https://en.wikipedia.org/wiki/Jamshid_Nakhichevanski
86 | Bahruz Kangarli | 6 | https://en.wikipedia.org/wiki/Bahruz_Kangarli
87 | mosques | 6 | https://en.wikipedia.org/wiki/Mosque
88 | Sharg Gapisi | 6 | https://en.wikipedia.org/wiki/Sharg_Gapisi
89 | Araz Naxçivan | 6 | https://en.wikipedia.org/wiki/Araz_Nax%C3%A7ivan
90 | UEFA Futsal Cup | 6 | https://en.wikipedia.org/wiki/UEFA_Futsal_Cup
91 | football | 6 | https://en.wikipedia.org/wiki/Association_football
92 | Araz-Naxç?van | 6 | https://en.wikipedia.org/wiki/Araz-Nax%C3%A7%C4%B1van_PFK
93 | Azerbaijan Premier League | 6 | https://en.wikipedia.org/wiki/Azerbaijan_Premier_League
94 | Nakhchivan State University | 6 | https://en.wikipedia.org/wiki/Nakhchivan_State_University
95 | Ministry of Transportation | 6 | https://en.wikipedia.org/wiki/Ministry_of_Transportation_(Azerbaijan)
96 | Ganja | 6 | https://en.wikipedia.org/wiki/Ganja,_Azerbaijan
97 | Sumqayit | 6 | https://en.wikipedia.org/wiki/Sumqayit
98 | subway | 6 | https://en.wikipedia.org/wiki/Rapid_transit
99 | trolleybus system | 6 | https://en.wikipedia.org/wiki/Trolleybuses_in_Nakhchivan
100 | Nakhchivan Airport | 6 | https://en.wikipedia.org/wiki/Nakhchivan_Airport
101 | Ordubad | 6 | https://en.wikipedia.org/wiki/Ordubad
102 | Sharur | 6 | https://en.wikipedia.org/wiki/Sharur
103 | Huseyn Javid | 6 | https://en.wikipedia.org/wiki/Huseyn_Javid
104 | Jalil Mammadguluzadeh | 6 | https://en.wikipedia.org/wiki/Jalil_Mammadguluzadeh
105 | Azer Zeynalov | 6 | https://en.wikipedia.org/wiki/Azer_Zeynalov
106 | Rza Tahmasib | 6 | https://en.wikipedia.org/wiki/Rza_Tahmasib
107 | Huseyn Khan Nakhchivanski | 6 | https://en.wikipedia.org/wiki/Huseyn_Khan_Nakhchivanski
108 | Jamshid Nakhchivanski | 6 | https://en.wikipedia.org/wiki/Jamshid_Nakhchivanski
109 | Abdurrahman Fatalibeyli | 6 | https://en.wikipedia.org/wiki/Abdurrahman_Fatalibeyli
110 | Soviet army | 6 | https://en.wikipedia.org/wiki/Soviet_army
111 | German forces | 6 | https://en.wikipedia.org/wiki/Nazi_Germany
112 | World War II | 6 | https://en.wikipedia.org/wiki/World_War_II
113 | Khetcho | 6 | https://en.wikipedia.org/wiki/Khetcho
114 | Iranian Constitutional Revolution | 6 | https://en.wikipedia.org/wiki/Iranian_Constitutional_Revolution
115 | Ruben Orbeli | 6 | https://en.wikipedia.org/wiki/Ruben_Orbeli
116 | Russian Imperial | 6 | https://en.wikipedia.org/wiki/Russian_Imperial_Army
117 | Azerbaijani | 6 | https://en.wikipedia.org/wiki/Azerbaijan_Democratic_Republic
118 | Soviet | 6 | https://en.wikipedia.org/wiki/Soviet_Union
119 | Ali M. Hasanov | 6 | https://en.wikipedia.org/wiki/Ali_M._Hasanov
120 | Agil Mammadov | 6 | https://en.wikipedia.org/wiki/Agil_Mammadov_(footballer,_born_1989)
121 | twinned | 6 | https://en.wikipedia.org/wiki/Sister_cities
122 |  | 6 | https://en.wikipedia.org/wiki/Georgia_(country)
123 | Batumi | 6 | https://en.wikipedia.org/wiki/Batumi
124 | coat of arms | 6 | https://en.wikipedia.org/wiki/Coat_of_arms
125 | Nakhichevan Khanate | 6 | https://en.wikipedia.org/wiki/Nakhichevan_Khanate
126 | Wayback Machine | 6 | https://en.wikipedia.org/wiki/Wayback_Machine
127 | Soviet Armenian Encyclopedia | 6 | https://en.wikipedia.org/wiki/Soviet_Armenian_Encyclopedia
128 | Armenian Academy of Sciences | 6 | https://en.wikipedia.org/wiki/Armenian_Academy_of_Sciences
129 | National Oceanic and Atmospheric Administration | 6 | https://en.wikipedia.org/wiki/National_Oceanic_and_Atmospheric_Administration
130 | GEOnet Names Server | 6 | https://en.wikipedia.org/wiki/GEOnet_Names_Server
131 | language | 5 | https://en.wikipedia.org/wiki/Language
132 | Teotihuacan | 6 | https://en.wikipedia.org/wiki/Teotihuacan
133 | speech scroll | 6 | https://en.wikipedia.org/wiki/Speech_scroll
134 | Cuneiform | 6 | https://en.wikipedia.org/wiki/Cuneiform
135 | written language | 6 | https://en.wikipedia.org/wiki/Written_language
136 | spoken language | 6 | https://en.wikipedia.org/wiki/Spoken_language
137 | American Sign Language | 6 | https://en.wikipedia.org/wiki/American_Sign_Language
138 | Braille | 6 | https://en.wikipedia.org/wiki/Braille
139 | tactile | 6 | https://en.wikipedia.org/wiki/Touch
140 | writing system | 6 | https://en.wikipedia.org/wiki/Writing_system
141 | communication | 6 | https://en.wikipedia.org/wiki/Communication
142 | human | 6 | https://en.wikipedia.org/wiki/Human
143 | linguistics | 6 | https://en.wikipedia.org/wiki/Linguistics
144 | philosophy of language | 6 | https://en.wikipedia.org/wiki/Philosophy_of_language
145 | Gorgias | 6 | https://en.wikipedia.org/wiki/Gorgias
146 | Plato | 6 | https://en.wikipedia.org/wiki/Plato
147 | ancient Greece | 6 | https://en.wikipedia.org/wiki/Ancient_Greece
148 | Rousseau | 6 | https://en.wikipedia.org/wiki/Rousseau
149 | emotions | 6 | https://en.wikipedia.org/wiki/Emotion
150 | Kant | 6 | https://en.wikipedia.org/wiki/Immanuel_Kant
151 | Wittgenstein | 6 | https://en.wikipedia.org/wiki/Ludwig_Wittgenstein
152 | Ferdinand de Saussure | 6 | https://en.wikipedia.org/wiki/Ferdinand_de_Saussure
153 | Noam Chomsky | 6 | https://en.wikipedia.org/wiki/Noam_Chomsky
154 | dialects | 6 | https://en.wikipedia.org/wiki/Dialect
155 | Natural languages | 6 | https://en.wikipedia.org/wiki/Natural_language
156 | spoken | 6 | https://en.wikipedia.org/wiki/Speech
157 | signed | 6 | https://en.wikipedia.org/wiki/Sign_language
158 | encoded | 6 | https://en.wikipedia.org/wiki/Encoding_(semiotics)
159 | stimuli | 6 | https://en.wikipedia.org/wiki/Stimulus_(physiology)
160 | whistling | 6 | https://en.wikipedia.org/wiki/Whistled_language
161 | modality | 6 | https://en.wikipedia.org/wiki/Modality_(semiotics)
162 | cognitive | 6 | https://en.wikipedia.org/wiki/Cognitive
163 | semiosis | 6 | https://en.wikipedia.org/wiki/Semiosis
164 | signs | 6 | https://en.wikipedia.org/wiki/Sign_(linguistics)
165 | meanings | 6 | https://en.wikipedia.org/wiki/Meaning_(linguistics)
166 | Oral | 6 | https://en.wikipedia.org/wiki/Oral_language
167 | phonological | 6 | https://en.wikipedia.org/wiki/Phonology
168 | morphemes | 6 | https://en.wikipedia.org/wiki/Morpheme
169 | syntactic | 6 | https://en.wikipedia.org/wiki/Syntax
170 | productivity | 6 | https://en.wikipedia.org/wiki/Productivity_(linguistics)
171 | displacement | 6 | https://en.wikipedia.org/wiki/Displacement_(linguistics)
172 | animal communication | 6 | https://en.wikipedia.org/wiki/Animal_communication
173 | hominins | 6 | https://en.wikipedia.org/wiki/Hominin
174 | theory of other minds | 6 | https://en.wikipedia.org/wiki/Theory_of_mind
175 | intentionality | 6 | https://en.wikipedia.org/wiki/Intentionality
176 | human brain | 6 | https://en.wikipedia.org/wiki/Human_brain
177 | Broca's | 6 | https://en.wikipedia.org/wiki/Broca%27s_area
178 | Wernicke's areas | 6 | https://en.wikipedia.org/wiki/Wernicke%27s_area
179 | acquire | 6 | https://en.wikipedia.org/wiki/Language_acquisition
180 | culture | 6 | https://en.wikipedia.org/wiki/Culture
181 | identity | 6 | https://en.wikipedia.org/wiki/Identity_(social_science)
182 | social stratification | 6 | https://en.wikipedia.org/wiki/Social_stratification
183 | social grooming | 6 | https://en.wikipedia.org/wiki/Social_grooming
184 | entertainment | 6 | https://en.wikipedia.org/wiki/Entertainment
185 | evolve | 6 | https://en.wikipedia.org/wiki/Language_change
186 | reconstructed | 6 | https://en.wikipedia.org/wiki/Historical_linguistics
187 | comparing | 6 | https://en.wikipedia.org/wiki/Comparative_method_(linguistics)
188 | language family | 6 | https://en.wikipedia.org/wiki/Language_family
189 | Indo-European family | 6 | https://en.wikipedia.org/wiki/Indo-European_languages
190 | English | 6 | https://en.wikipedia.org/wiki/English_language
191 | Russian | 6 | https://en.wikipedia.org/wiki/Russian_language
192 | Hindi | 6 | https://en.wikipedia.org/wiki/Hindi
193 | Sino-Tibetan family | 6 | https://en.wikipedia.org/wiki/Sino-Tibetan_languages
194 | Mandarin | 6 | https://en.wikipedia.org/wiki/Mandarin_Chinese
195 | Bodo | 6 | https://en.wikipedia.org/wiki/Bodo_language
196 | Chinese languages | 6 | https://en.wikipedia.org/wiki/Chinese_language
197 | Tibetan | 6 | https://en.wikipedia.org/wiki/Standard_Tibetan
198 | Afro-Asiatic family | 6 | https://en.wikipedia.org/wiki/Afro-Asiatic_languages
199 | Arabic | 6 | https://en.wikipedia.org/wiki/Arabic_language
200 | Somali | 6 | https://en.wikipedia.org/wiki/Somali_language
201 | Hebrew | 6 | https://en.wikipedia.org/wiki/Hebrew_language
202 | Bantu languages | 6 | https://en.wikipedia.org/wiki/Bantu_languages
203 | Swahili | 6 | https://en.wikipedia.org/wiki/Swahili_language
204 | Zulu | 6 | https://en.wikipedia.org/wiki/Zulu_language
205 | Africa | 6 | https://en.wikipedia.org/wiki/Africa
206 | Malayo-Polynesian languages | 6 | https://en.wikipedia.org/wiki/Malayo-Polynesian_languages
207 | Indonesian | 6 | https://en.wikipedia.org/wiki/Indonesian_language
208 | Malay | 6 | https://en.wikipedia.org/wiki/Malay_language
209 | Tagalog | 6 | https://en.wikipedia.org/wiki/Tagalog_language
210 | Pacific | 6 | https://en.wikipedia.org/wiki/Pacific
211 | Dravidian family | 6 | https://en.wikipedia.org/wiki/Dravidian_language
212 | Tamil | 6 | https://en.wikipedia.org/wiki/Tamil_language
213 | Telugu | 6 | https://en.wikipedia.org/wiki/Telugu_language
214 | Proto-Indo-European | 6 | https://en.wikipedia.org/wiki/Proto-Indo-European_language
215 | Latin | 6 | https://en.wikipedia.org/wiki/Latin
216 | Old French | 6 | https://en.wikipedia.org/wiki/Old_French
217 | codes | 6 | https://en.wikipedia.org/wiki/Code
218 | ciphers | 6 | https://en.wikipedia.org/wiki/Cipher
219 | artificially constructed communication systems | 6 | https://en.wikipedia.org/wiki/Constructed_language
220 | computer programming | 6 | https://en.wikipedia.org/wiki/Programming_language
221 | formal language | 6 | https://en.wikipedia.org/wiki/Formal_language
222 | system | 6 | https://en.wikipedia.org/wiki/System
223 | encoding | 6 | https://en.wikipedia.org/wiki/Encoding
224 | information | 6 | https://en.wikipedia.org/wiki/Information
225 | langue | 6 | https://en.wikipedia.org/wiki/Langue_and_parole
226 | Enlightenment | 6 | https://en.wikipedia.org/wiki/Age_of_Enlightenment
227 | Herder | 6 | https://en.wikipedia.org/wiki/Johann_Gottfried_Herder
228 | Descartes | 6 | https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes
229 | linguistic turn | 6 | https://en.wikipedia.org/wiki/Linguistic_turn
230 | mental faculty | 6 | https://en.wikipedia.org/wiki/Mind
231 | creole languages | 6 | https://en.wikipedia.org/wiki/Creole_languages
232 | Nicaraguan Sign Language | 6 | https://en.wikipedia.org/wiki/Nicaraguan_Sign_Language
233 | innate | 6 | https://en.wikipedia.org/wiki/Innatism
234 | Universal Grammar | 6 | https://en.wikipedia.org/wiki/Universal_Grammar
235 | Jerry Fodor | 6 | https://en.wikipedia.org/wiki/Jerry_Fodor
236 | cognitive science | 6 | https://en.wikipedia.org/wiki/Cognitive_science
237 | neurolinguistics | 6 | https://en.wikipedia.org/wiki/Neurolinguistics
238 | formal system | 6 | https://en.wikipedia.org/wiki/Formal_system
239 | structural systems | 6 | https://en.wikipedia.org/wiki/Structural_linguistics
240 | structuralist | 6 | https://en.wikipedia.org/wiki/Structuralism
241 | generative theory of grammar | 6 | https://en.wikipedia.org/wiki/Generative_linguistics
242 | formal logic | 6 | https://en.wikipedia.org/wiki/Formal_logic
243 | formal | 6 | https://en.wikipedia.org/wiki/Formal_grammar
244 | theories of grammar | 6 | https://en.wikipedia.org/wiki/Theoretical_linguistics
245 | computational linguistics | 6 | https://en.wikipedia.org/wiki/Computational_linguistics
246 | Alfred Tarski | 6 | https://en.wikipedia.org/wiki/Alfred_Tarski
247 | Bertrand Russell | 6 | https://en.wikipedia.org/wiki/Bertrand_Russell
248 | Functional theories of grammar | 6 | https://en.wikipedia.org/wiki/Functional_theories_of_grammar
249 | pragmatic | 6 | https://en.wikipedia.org/wiki/Pragmatics
250 | cognitive | 6 | https://en.wikipedia.org/wiki/Cognitive_linguistics
251 | sociolinguistics | 6 | https://en.wikipedia.org/wiki/Sociolinguistics
252 | linguistic anthropology | 6 | https://en.wikipedia.org/wiki/Linguistic_anthropology
253 | linguistic typology | 6 | https://en.wikipedia.org/wiki/Linguistic_typology
254 | grammaticalization | 6 | https://en.wikipedia.org/wiki/Grammaticalization
255 | J. L. Austin | 6 | https://en.wikipedia.org/wiki/J._L._Austin
256 | Paul Grice | 6 | https://en.wikipedia.org/wiki/Paul_Grice
257 | John Searle | 6 | https://en.wikipedia.org/wiki/John_Searle
258 | W. O. Quine | 6 | https://en.wikipedia.org/wiki/Willard_van_Orman_Quine
259 | Charles Hockett's | 6 | https://en.wikipedia.org/wiki/Charles_F._Hockett
260 | design features of language | 6 | https://en.wikipedia.org/wiki/Hockett%27s_design_features
261 | semanticity | 6 | https://en.wikipedia.org/wiki/Semanticity
262 | arbitrariness | 6 | https://en.wikipedia.org/wiki/Arbitrariness
263 | duality of patterning | 6 | https://en.wikipedia.org/wiki/Double_articulation
264 | animals | 6 | https://en.wikipedia.org/wiki/Animal_language
265 | bees | 6 | https://en.wikipedia.org/wiki/Bee_learning_and_communication
266 | apes | 6 | https://en.wikipedia.org/wiki/Great_ape_language
267 | bonobo | 6 | https://en.wikipedia.org/wiki/Bonobo
268 | Kanzi | 6 | https://en.wikipedia.org/wiki/Kanzi
269 | lexigrams | 6 | https://en.wikipedia.org/wiki/Lexigram
270 | grammatical and semantic categories | 6 | https://en.wikipedia.org/wiki/Grammatical_categories
271 | bees | 6 | https://en.wikipedia.org/wiki/Bee
272 | The Tower of Babel | 6 | https://en.wikipedia.org/wiki/The_Tower_of_Babel
273 | Pieter Bruegel the Elder | 6 | https://en.wikipedia.org/wiki/Pieter_Bruegel_the_Elder
274 | Biblical myth | 6 | https://en.wikipedia.org/wiki/Christian_mythology
275 | Tower of Babel | 6 | https://en.wikipedia.org/wiki/Tower_of_Babel
276 | Steven Pinker | 6 | https://en.wikipedia.org/wiki/Steven_Pinker
277 | animal cognition | 6 | https://en.wikipedia.org/wiki/Animal_cognition
278 | Michael Tomasello | 6 | https://en.wikipedia.org/wiki/Michael_Tomasello
279 | music | 6 | https://en.wikipedia.org/wiki/Music
280 | Rousseau | 6 | https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau
281 | Humboldt | 6 | https://en.wikipedia.org/wiki/Wilhelm_von_Humboldt
282 | Charles Darwin | 6 | https://en.wikipedia.org/wiki/Charles_Darwin
283 | Steven Mithen | 6 | https://en.wikipedia.org/wiki/Steven_Mithen
284 | Stephen Anderson | 6 | https://en.wikipedia.org/wiki/Stephen_R._Anderson
285 | prehistory | 6 | https://en.wikipedia.org/wiki/Prehistory
286 | larynx | 6 | https://en.wikipedia.org/wiki/Larynx
287 | australopithecines | 6 | https://en.wikipedia.org/wiki/Australopithecine
288 | great apes | 6 | https://en.wikipedia.org/wiki/Great_ape
289 | Homo | 6 | https://en.wikipedia.org/wiki/Homo
290 | Homo habilis | 6 | https://en.wikipedia.org/wiki/Homo_habilis
291 | Homo erectus | 6 | https://en.wikipedia.org/wiki/Homo_erectus
292 | Homo heidelbergensis | 6 | https://en.wikipedia.org/wiki/Homo_heidelbergensis
293 | Anatomically Modern Homo sapiens | 6 | https://en.wikipedia.org/wiki/Anatomically_modern_humans
294 | Upper Paleolithic revolution | 6 | https://en.wikipedia.org/wiki/Behavioral_modernity
295 | William Jones | 6 | https://en.wikipedia.org/wiki/William_Jones_(philologist)
296 | Sanskrit | 6 | https://en.wikipedia.org/wiki/Sanskrit
297 | India | 6 | https://en.wikipedia.org/wiki/India
298 | Brahmi script | 6 | https://en.wikipedia.org/wiki/Brahmi_script
299 | descriptive linguistics | 6 | https://en.wikipedia.org/wiki/Descriptive_linguistics
300 | comparative method | 6 | https://en.wikipedia.org/wiki/Comparative_method
301 | P??ini | 6 | https://en.wikipedia.org/wiki/P%C4%81%E1%B9%87ini
302 | morphology | 6 | https://en.wikipedia.org/wiki/Morphology_(linguistics)
303 | Sumerian | 6 | https://en.wikipedia.org/wiki/Sumer
304 | Sumerian | 6 | https://en.wikipedia.org/wiki/Sumerian_language
305 | Akkadian | 6 | https://en.wikipedia.org/wiki/Akkadian_language
306 | Port-Royal Grammarians | 6 | https://en.wikipedia.org/wiki/Port-Royal_Grammar
307 | philologist | 6 | https://en.wikipedia.org/wiki/Philologist
308 | comparative linguistics | 6 | https://en.wikipedia.org/wiki/Comparative_linguistics
309 | diachronic | 6 | https://en.wikipedia.org/wiki/Diachronic_linguistics
310 | synchronic | 6 | https://en.wikipedia.org/wiki/Synchronic_linguistics
311 | syntagm | 6 | https://en.wikipedia.org/wiki/Syntagmatic_analysis
312 | paradigm | 6 | https://en.wikipedia.org/wiki/Paradigmatic_analysis
313 | genetic | 6 | https://en.wikipedia.org/wiki/Genetics
314 | FOXP2 | 6 | https://en.wikipedia.org/wiki/FOXP2
315 | congenital language disorder | 6 | https://en.wikipedia.org/wiki/Developmental_verbal_dyspraxia
316 | mutations | 6 | https://en.wikipedia.org/wiki/Mutation
317 | Angular Gyrus | 6 | https://en.wikipedia.org/wiki/Angular_Gyrus
318 | Supramarginal Gyrus | 6 | https://en.wikipedia.org/wiki/Supramarginal_Gyrus
319 | Primary Auditory Cortex | 6 | https://en.wikipedia.org/wiki/Primary_Auditory_Cortex
320 | superior temporal gyrus | 6 | https://en.wikipedia.org/wiki/Superior_temporal_gyrus
321 | receptive aphasia | 6 | https://en.wikipedia.org/wiki/Receptive_aphasia
322 | inferior frontal gyrus | 6 | https://en.wikipedia.org/wiki/Inferior_frontal_gyrus
323 | expressive aphasia | 6 | https://en.wikipedia.org/wiki/Expressive_aphasia
324 | word repetition | 6 | https://en.wikipedia.org/wiki/Word_repetition
325 | functional magnetic resonance imaging | 6 | https://en.wikipedia.org/wiki/Functional_magnetic_resonance_imaging
326 | electrophysiology | 6 | https://en.wikipedia.org/wiki/Electrophysiology
327 | Spectrogram | 6 | https://en.wikipedia.org/wiki/Spectrogram
328 | ear drum | 6 | https://en.wikipedia.org/wiki/Ear_drum
329 | segmental and suprasegmental | 6 | https://en.wikipedia.org/wiki/Segment_(linguistics)
330 | stress | 6 | https://en.wikipedia.org/wiki/Stress_(linguistics)
331 | phonation | 6 | https://en.wikipedia.org/wiki/Phonation
332 | timbre | 6 | https://en.wikipedia.org/wiki/Timbre
333 | prosody | 6 | https://en.wikipedia.org/wiki/Prosody_(linguistics)
334 | intonation | 6 | https://en.wikipedia.org/wiki/Intonation_(linguistics)
335 | Consonants | 6 | https://en.wikipedia.org/wiki/Consonant
336 | vowel | 6 | https://en.wikipedia.org/wiki/Vowel
337 | syllables | 6 | https://en.wikipedia.org/wiki/Syllable
338 | Acoustically | 6 | https://en.wikipedia.org/wiki/Acoustics
339 | formant | 6 | https://en.wikipedia.org/wiki/Formant
340 | close | 6 | https://en.wikipedia.org/wiki/Close_vowel
341 | open | 6 | https://en.wikipedia.org/wiki/Open_vowel
342 | rounded | 6 | https://en.wikipedia.org/wiki/Roundedness
343 | rounded front vowel | 6 | https://en.wikipedia.org/wiki/Rounded_front_vowel
344 | alveolar ridge | 6 | https://en.wikipedia.org/wiki/Alveolar_ridge
345 | palate | 6 | https://en.wikipedia.org/wiki/Palate
346 | velum | 6 | https://en.wikipedia.org/wiki/Soft_palate
347 | uvula | 6 | https://en.wikipedia.org/wiki/Uvula
348 | glottis | 6 | https://en.wikipedia.org/wiki/Glottis
349 | manner of articulation | 6 | https://en.wikipedia.org/wiki/Manner_of_articulation
350 | occlusive | 6 | https://en.wikipedia.org/wiki/Occlusive
351 | stop | 6 | https://en.wikipedia.org/wiki/Stop_consonant
352 | fricatives | 6 | https://en.wikipedia.org/wiki/Fricative
353 | approximants | 6 | https://en.wikipedia.org/wiki/Approximant_consonant
354 | voiced or unvoiced | 6 | https://en.wikipedia.org/wiki/Voice_(phonetics)
355 | unvoiced sibilant | 6 | https://en.wikipedia.org/wiki/Sibilant
356 | nasals | 6 | https://en.wikipedia.org/wiki/Nasal_consonant
357 | nasalized | 6 | https://en.wikipedia.org/wiki/Nasalization
